1574508743.169068, -299.0
1574508743.2907, -299.0
1574508743.423759, -299.0
1574508743.568133, -299.0
1574508743.713346, -299.0
1574508743.857726, -299.0
1574508744.051209, -299.0
1574508744.842302, -299.0
1574508745.022122, -299.0
1574508745.154356, -299.0
1574508745.333359, -299.0
1574508745.512699, -299.0
1574508745.644815, -299.0
1574508745.776857, -299.0
1574508745.908995, -299.0
1574508746.040912, -299.0
1574508746.173063, -299.0
1574508746.35269, -299.0
1574508746.531485, -299.0
1574508746.663616, -299.0
1574508746.843055, -299.0
1574508746.975151, -299.0
1574508747.107176, -299.0
1574508747.239171, -299.0
1574508747.371142, -299.0
1574508747.597532, -299.0
1574508747.875285, -299.0
1574508748.209031, -299.0
1574508748.547824, -299.0
1574508748.970353, -299.0
1574508749.09798, -299.0
1574508749.22137, -299.0
1574508743.050475, -525.0
1574508743.054136, -525.0
1574508743.057149, -525.0
1574508743.059994, -525.0
1574508743.063093, -525.0
1574508743.066116, -525.0
1574508743.069233, -299.0
1574508743.072164, -299.0
1574508743.07503, -299.0
1574508743.077888, -299.0
1574508743.080738, -299.0
1574508743.083606, -299.0
1574508743.086504, -299.0
1574508743.089466, -299.0
1574508743.092321, -299.0
1574508743.095181, -299.0
1574508743.098032, -299.0
1574508743.1009, -299.0
1574508743.103751, -299.0
1574508743.106584, -299.0
1574508743.109429, -299.0
1574508743.112327, -299.0
1574508743.115185, -299.0
1574508743.118019, -299.0
1574508743.120897, -299.0
1574508743.123764, -299.0
1574508743.126608, -299.0
1574508743.129477, -299.0
1574508743.132334, -299.0
1574508743.135188, -299.0
1574508743.138043, -299.0
1574508743.140906, -299.0
1574508743.143786, -299.0
1574508743.14666, -299.0
1574508743.149554, -299.0
1574508743.152414, -299.0
1574508743.155318, -299.0
1574508743.158203, -299.0
1574508743.161077, -299.0
1574508743.163922, -299.0
1574508743.066683, -395.0
1574508743.070742, -299.0
1574508743.074163, -299.0
1574508743.076989, -299.0
1574508743.079858, -299.0
1574508743.082855, -299.0
1574508743.086791, -299.0
1574508743.089698, -299.0
1574508743.092537, -299.0
1574508743.095352, -299.0
1574508743.09818, -299.0
1574508743.101156, -299.0
1574508743.104021, -299.0
1574508743.107509, -299.0
1574508743.110361, -299.0
1574508743.113221, -299.0
1574508743.116158, -299.0
1574508743.119551, -299.0
1574508743.122442, -299.0
1574508743.125865, -299.0
1574508743.128699, -299.0
1574508743.131536, -299.0
1574508743.134491, -299.0
1574508743.137346, -299.0
1574508743.140177, -299.0
1574508743.143035, -299.0
1574508743.145893, -299.0
1574508743.149496, -299.0
1574508743.152619, -299.0
1574508743.155757, -299.0
1574508743.158631, -299.0
1574508743.16148, -299.0
1574508743.164338, -299.0
1574508743.167356, -299.0
1574508743.17048, -299.0
1574508743.173748, -299.0
1574508743.176679, -299.0
1574508743.17953, -299.0
1574508743.182471, -299.0
1574508743.185613, -299.0
1574508750.34328, -299.0
1574508750.346856, -299.0
1574508750.349819, -299.0
1574508750.352528, -299.0
1574508750.35531, -299.0
1574508750.358509, -299.0
1574508750.361412, -299.0
1574508750.365144, -299.0
1574508750.368685, -299.0
1574508750.372092, -299.0
1574508750.375176, -299.0
1574508750.378359, -299.0
1574508750.381186, -299.0
1574508750.38441, -299.0
1574508750.388012, -299.0
1574508750.391676, -299.0
1574508750.39462, -299.0
1574508750.39754, -299.0
1574508750.400661, -299.0
1574508750.403742, -299.0
1574508750.407545, -299.0
1574508750.410562, -299.0
1574508750.413492, -299.0
1574508750.416507, -299.0
1574508750.419723, -299.0
1574508750.423271, -299.0
1574508750.427009, -299.0
1574508750.430047, -299.0
1574508750.433174, -299.0
1574508750.436433, -299.0
1574508750.439643, -299.0
1574508750.442546, -299.0
1574508750.445548, -299.0
1574508750.448568, -299.0
1574508750.451773, -299.0
1574508750.454833, -299.0
1574508750.457865, -299.0
1574508750.460882, -299.0
1574508750.463928, -299.0
1574508750.467069, -299.0
1574508750.470661, -299.0
1574508750.47366, -299.0
1574508750.432415, -299.0
1574508750.435983, -299.0
1574508750.438922, -299.0
1574508750.441709, -299.0
1574508750.444536, -299.0
1574508750.447592, -299.0
1574508750.45047, -299.0
1574508750.453499, -299.0
1574508750.456562, -299.0
1574508750.459589, -299.0
1574508750.462726, -299.0
1574508750.519762, -299.0
1574508750.522645, -299.0
