1574812599.908573, -80.0
1574812600.05771, -80.0
1574812600.204109, -80.0
1574812600.352864, -80.0
1574812600.502109, -80.0
1574812600.649813, -80.0
1574812600.796415, -80.0
1574812600.95279, -80.0
1574812601.117769, -80.0
1574812601.27544, -80.0
1574812601.442807, -80.0
1574812601.609401, -80.0
1574812601.771832, -80.0
1574812601.932412, -80.0
1574812602.089333, -80.0
1574812602.241927, -80.0
1574812602.392692, -80.0
1574812602.547927, -80.0
1574812602.703345, -80.0
1574812602.854965, -80.0
1574812603.008551, -80.0
1574812603.163086, -80.0
1574812603.31844, -80.0
1574812603.47085, -80.0
1574812603.620692, -80.0
1574812603.770715, -80.0
1574812603.919395, -80.0
1574812604.069123, -80.0
1574812604.219324, -80.0
1574812604.367741, -80.0
1574812604.516968, -80.0
1574812604.663519, -80.0
1574812604.810226, -80.0
1574812604.959099, -79.0
1574812605.111375, -79.0
1574812605.262267, -79.0
1574812605.412961, -79.0
1574812605.56477, -79.0
1574812605.713015, -79.0
1574812605.86456, -79.0
1574812606.017685, -79.0
1574812606.169345, -79.0
1574812606.320052, -79.0
1574812606.470338, -79.0
1574812606.617377, -79.0
1574812606.763495, -79.0
1574812606.911725, -79.0
1574812607.06075, -79.0
1574812607.210406, -79.0
1574812607.360103, -79.0
1574812599.832334, -80.0
1574812599.942032, -80.0
1574812600.046081, -80.0
1574812600.146625, -80.0
1574812600.253752, -80.0
1574812600.348347, -80.0
1574812600.449628, -80.0
1574812600.55073, -80.0
1574812600.65903, -80.0
1574812600.753108, -80.0
1574812600.85408, -80.0
1574812600.960024, -80.0
1574812601.059053, -80.0
1574812601.153665, -80.0
1574812601.254341, -80.0
1574812601.360536, -80.0
1574812601.461434, -80.0
1574812601.574121, -80.0
1574812601.693795, -80.0
1574812601.808805, -80.0
1574812601.908824, -80.0
1574812602.008594, -80.0
1574812602.105004, -80.0
1574812602.201975, -80.0
1574812602.29932, -80.0
1574812602.396046, -80.0
1574812602.492971, -80.0
1574812602.593, -80.0
1574812602.689759, -80.0
1574812602.78662, -80.0
1574812602.878993, -80.0
1574812602.974892, -80.0
1574812603.071966, -80.0
1574812603.169084, -80.0
1574812603.264321, -80.0
1574812603.36065, -80.0
1574812603.456277, -80.0
1574812603.552256, -80.0
1574812603.644248, -80.0
1574812603.741255, -80.0
1574812603.838357, -80.0
1574812603.940648, -80.0
1574812604.030918, -80.0
1574812604.132803, -80.0
1574812604.22867, -80.0
1574812604.324623, -80.0
1574812604.420146, -80.0
1574812604.514444, -80.0
