-7.220000000000000000e+02,-6.920000000000000000e+02,-4.800000000000000000e+02
-1.174790000000000000e+05,-1.170670000000000000e+05,-1.194670000000000000e+05
-4.979670000000000000e+05,-4.963250000000000000e+05,-4.972620000000000000e+05
-5.021860000000000000e+05,-5.021960000000000000e+05,-5.021680000000000000e+05
-5.021090000000000000e+05,-5.020730000000000000e+05,-5.022180000000000000e+05
-5.022180000000000000e+05,-5.021330000000000000e+05,-5.022180000000000000e+05
-5.018030000000000000e+05,-5.020480000000000000e+05,-5.016600000000000000e+05
-4.842780000000000000e+05,-4.832820000000000000e+05,-4.658750000000000000e+05
-1.355370000000000000e+05,-1.418350000000000000e+05,-6.347200000000000000e+04
-9.349000000000000000e+03,-7.168000000000000000e+03,-3.421000000000000000e+03
-8.000000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01
-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01
-1.260000000000000000e+02,-2.190000000000000000e+02,-1.620000000000000000e+02
-1.230000000000000000e+02,-6.900000000000000000e+01,-2.420000000000000000e+02
-1.780000000000000000e+02,-2.540000000000000000e+02,-1.210000000000000000e+02
-3.440000000000000000e+02,-6.110000000000000000e+02,-6.220000000000000000e+02
-1.830000000000000000e+02,-8.600000000000000000e+01,-8.100000000000000000e+01
-1.639000000000000000e+03,-8.340000000000000000e+02,-1.186000000000000000e+03
-8.670000000000000000e+02,-1.530000000000000000e+02,-4.940000000000000000e+02
-3.190000000000000000e+02,-2.570000000000000000e+02,-1.420000000000000000e+02
-6.900000000000000000e+01,-7.000000000000000000e+01,-1.800000000000000000e+02
-1.430000000000000000e+02,-7.900000000000000000e+01,-1.828000000000000000e+03
-7.100000000000000000e+01,-1.063000000000000000e+03,-2.255540000000000000e+05
-3.844000000000000000e+03,-4.291000000000000000e+03,-4.738660000000000000e+05
-7.610000000000000000e+02,-3.070000000000000000e+02,-4.998630000000000000e+05
-1.830000000000000000e+03,-1.371000000000000000e+03,-1.495290000000000000e+05
-5.957000000000000000e+03,-5.076000000000000000e+03,-1.275800000000000000e+04
-1.896000000000000000e+03,-2.356000000000000000e+03,-1.313100000000000000e+04
-4.987000000000000000e+03,-6.343000000000000000e+03,-3.054700000000000000e+04
-4.083550000000000000e+05,-4.104190000000000000e+05,-4.545020000000000000e+05
-4.706020000000000000e+05,-4.740620000000000000e+05,-4.826810000000000000e+05
-4.663310000000000000e+05,-4.638670000000000000e+05,-4.993100000000000000e+05
-4.815650000000000000e+05,-4.863650000000000000e+05,-5.022140000000000000e+05
-4.942140000000000000e+05,-4.945430000000000000e+05,-5.021330000000000000e+05
-5.005070000000000000e+05,-5.011590000000000000e+05,-5.022140000000000000e+05
-5.019960000000000000e+05,-5.020930000000000000e+05,-5.022140000000000000e+05
-4.599670000000000000e+05,-4.651500000000000000e+05,-4.995770000000000000e+05
-4.251430000000000000e+05,-4.343130000000000000e+05,-5.010760000000000000e+05
-4.474650000000000000e+05,-4.508020000000000000e+05,-5.021580000000000000e+05
-4.772720000000000000e+05,-4.794050000000000000e+05,-5.022160000000000000e+05
-4.957960000000000000e+05,-4.982730000000000000e+05,-5.022160000000000000e+05
-5.022280000000000000e+05,-5.021230000000000000e+05,-5.022170000000000000e+05
-5.022220000000000000e+05,-5.022310000000000000e+05,-5.021210000000000000e+05
-5.022310000000000000e+05,-5.021330000000000000e+05,-5.022180000000000000e+05
-5.021050000000000000e+05,-5.019990000000000000e+05,-5.021430000000000000e+05
-5.020540000000000000e+05,-5.019050000000000000e+05,-5.020060000000000000e+05
-5.001920000000000000e+05,-5.011770000000000000e+05,-5.006580000000000000e+05
-5.020600000000000000e+05,-5.018240000000000000e+05,-5.020990000000000000e+05
-5.022310000000000000e+05,-5.022310000000000000e+05,-5.022180000000000000e+05
-4.937590000000000000e+05,-4.933380000000000000e+05,-4.928620000000000000e+05
