-2.160200000000000000e+04,-2.090300000000000000e+04,-2.101700000000000000e+04,-2.092000000000000000e+04,-2.105100000000000000e+04,-2.129500000000000000e+04,-2.099700000000000000e+04,-2.139500000000000000e+04,-2.129200000000000000e+04,-2.103100000000000000e+04,-2.096900000000000000e+04,-2.139800000000000000e+04,-2.099000000000000000e+04,-2.102900000000000000e+04
-2.547000000000000000e+04,-2.554200000000000000e+04,-2.572500000000000000e+04,-2.559100000000000000e+04,-2.516300000000000000e+04,-2.521800000000000000e+04,-2.559100000000000000e+04,-2.584100000000000000e+04,-2.546200000000000000e+04,-2.549000000000000000e+04,-2.546600000000000000e+04,-2.574200000000000000e+04,-2.533800000000000000e+04,-2.576200000000000000e+04
-3.141700000000000000e+04,-3.111600000000000000e+04,-3.113700000000000000e+04,-3.152100000000000000e+04,-3.159500000000000000e+04,-3.134800000000000000e+04,-3.107400000000000000e+04,-3.148800000000000000e+04,-3.138200000000000000e+04,-3.136500000000000000e+04,-3.101700000000000000e+04,-3.178800000000000000e+04,-3.131300000000000000e+04,-3.125000000000000000e+04
-3.350700000000000000e+04,-3.328100000000000000e+04,-3.333900000000000000e+04,-3.310000000000000000e+04,-3.326300000000000000e+04,-3.339500000000000000e+04,-3.366500000000000000e+04,-3.315700000000000000e+04,-3.318100000000000000e+04,-3.281900000000000000e+04,-3.331600000000000000e+04,-3.310500000000000000e+04,-3.256500000000000000e+04,-3.311400000000000000e+04
-3.155100000000000000e+04,-3.108800000000000000e+04,-3.133300000000000000e+04,-3.177700000000000000e+04,-3.120200000000000000e+04,-3.165100000000000000e+04,-3.167600000000000000e+04,-3.159700000000000000e+04,-3.092200000000000000e+04,-3.120800000000000000e+04,-3.097200000000000000e+04,-3.153500000000000000e+04,-3.127600000000000000e+04,-3.133500000000000000e+04
-2.797100000000000000e+04,-2.797000000000000000e+04,-2.778000000000000000e+04,-2.784000000000000000e+04,-2.760000000000000000e+04,-2.812000000000000000e+04,-2.761100000000000000e+04,-2.810900000000000000e+04,-2.813000000000000000e+04,-2.793500000000000000e+04,-2.783300000000000000e+04,-2.785300000000000000e+04,-2.798600000000000000e+04,-2.769100000000000000e+04
-2.439200000000000000e+04,-2.431000000000000000e+04,-2.420100000000000000e+04,-2.387000000000000000e+04,-2.403100000000000000e+04,-2.466500000000000000e+04,-2.430100000000000000e+04,-2.456600000000000000e+04,-2.400100000000000000e+04,-2.471500000000000000e+04,-2.424100000000000000e+04,-2.408500000000000000e+04,-2.434700000000000000e+04,-2.443400000000000000e+04
-2.127700000000000000e+04,-2.099100000000000000e+04,-2.131900000000000000e+04,-2.131900000000000000e+04,-2.095300000000000000e+04,-2.141800000000000000e+04,-2.102800000000000000e+04,-2.100900000000000000e+04,-2.082400000000000000e+04,-2.066100000000000000e+04,-2.099700000000000000e+04,-2.059700000000000000e+04,-2.113700000000000000e+04,-2.057300000000000000e+04
-1.799300000000000000e+04,-1.809800000000000000e+04,-1.797400000000000000e+04,-1.777100000000000000e+04,-1.792500000000000000e+04,-1.839800000000000000e+04,-1.789100000000000000e+04,-1.781700000000000000e+04,-1.788100000000000000e+04,-1.808600000000000000e+04,-1.834600000000000000e+04,-1.831500000000000000e+04,-1.796400000000000000e+04,-1.779400000000000000e+04
-1.498200000000000000e+04,-1.461500000000000000e+04,-1.502500000000000000e+04,-1.520100000000000000e+04,-1.510400000000000000e+04,-1.493500000000000000e+04,-1.521300000000000000e+04,-1.544400000000000000e+04,-1.510700000000000000e+04,-1.554800000000000000e+04,-1.507100000000000000e+04,-1.524600000000000000e+04,-1.540600000000000000e+04,-1.536900000000000000e+04
-1.120900000000000000e+04,-1.125400000000000000e+04,-1.106700000000000000e+04,-1.113100000000000000e+04,-1.141400000000000000e+04,-1.137400000000000000e+04,-1.135300000000000000e+04,-1.169200000000000000e+04,-1.122400000000000000e+04,-1.146500000000000000e+04,-1.161200000000000000e+04,-1.154600000000000000e+04,-1.132700000000000000e+04,-1.164500000000000000e+04
-7.168000000000000000e+03,-7.648000000000000000e+03,-8.064000000000000000e+03,-8.099000000000000000e+03,-7.664000000000000000e+03,-7.420000000000000000e+03,-7.607000000000000000e+03,-7.332000000000000000e+03,-7.446000000000000000e+03,-7.918000000000000000e+03,-8.416000000000000000e+03,-7.718000000000000000e+03,-7.924000000000000000e+03,-7.307000000000000000e+03
-5.322000000000000000e+03,-5.222000000000000000e+03,-5.194000000000000000e+03,-5.665000000000000000e+03,-5.254000000000000000e+03,-5.192000000000000000e+03,-5.170000000000000000e+03,-5.283000000000000000e+03,-5.222000000000000000e+03,-4.937000000000000000e+03,-4.959000000000000000e+03,-5.132000000000000000e+03,-5.343000000000000000e+03,-5.448000000000000000e+03
-5.098000000000000000e+03,-4.885000000000000000e+03,-5.088000000000000000e+03,-4.708000000000000000e+03,-5.116000000000000000e+03,-5.313000000000000000e+03,-4.745000000000000000e+03,-4.563000000000000000e+03,-4.876000000000000000e+03,-4.808000000000000000e+03,-4.394000000000000000e+03,-4.716000000000000000e+03,-4.924000000000000000e+03,-5.114000000000000000e+03
-6.874000000000000000e+03,-7.204000000000000000e+03,-7.057000000000000000e+03,-7.152000000000000000e+03,-6.652000000000000000e+03,-6.210000000000000000e+03,-6.776000000000000000e+03,-6.947000000000000000e+03,-6.602000000000000000e+03,-6.664000000000000000e+03,-6.946000000000000000e+03,-6.581000000000000000e+03,-7.209000000000000000e+03,-7.049000000000000000e+03
-1.026800000000000000e+04,-1.000100000000000000e+04,-9.922000000000000000e+03,-9.961000000000000000e+03,-1.038100000000000000e+04,-9.494000000000000000e+03,-9.680000000000000000e+03,-1.037200000000000000e+04,-1.014300000000000000e+04,-9.991000000000000000e+03,-9.972000000000000000e+03,-1.016000000000000000e+04,-1.013100000000000000e+04,-1.065300000000000000e+04
-1.314400000000000000e+04,-1.312600000000000000e+04,-1.281600000000000000e+04,-1.302500000000000000e+04,-1.313600000000000000e+04,-1.234100000000000000e+04,-1.277300000000000000e+04,-1.345600000000000000e+04,-1.292900000000000000e+04,-1.342000000000000000e+04,-1.307600000000000000e+04,-1.284600000000000000e+04,-1.320200000000000000e+04,-1.293700000000000000e+04
-1.566500000000000000e+04,-1.559400000000000000e+04,-1.518700000000000000e+04,-1.489800000000000000e+04,-1.516600000000000000e+04,-1.462300000000000000e+04,-1.562800000000000000e+04,-1.543700000000000000e+04,-1.476500000000000000e+04,-1.512400000000000000e+04,-1.494400000000000000e+04,-1.512900000000000000e+04,-1.485000000000000000e+04,-1.551000000000000000e+04
-1.708200000000000000e+04,-1.739800000000000000e+04,-1.752800000000000000e+04,-1.766200000000000000e+04,-1.705700000000000000e+04,-1.679500000000000000e+04,-1.722600000000000000e+04,-1.715600000000000000e+04,-1.710300000000000000e+04,-1.737800000000000000e+04,-1.699100000000000000e+04,-1.694600000000000000e+04,-1.723900000000000000e+04,-1.723400000000000000e+04
-1.862800000000000000e+04,-1.879100000000000000e+04,-1.855200000000000000e+04,-1.928500000000000000e+04,-1.897100000000000000e+04,-1.946400000000000000e+04,-1.870900000000000000e+04,-1.910800000000000000e+04,-1.931800000000000000e+04,-1.883300000000000000e+04,-1.888500000000000000e+04,-1.850500000000000000e+04,-1.932200000000000000e+04,-1.838300000000000000e+04
-1.897700000000000000e+04,-1.895700000000000000e+04,-1.900100000000000000e+04,-1.964200000000000000e+04,-1.920900000000000000e+04,-1.927400000000000000e+04,-1.933100000000000000e+04,-1.909300000000000000e+04,-1.953700000000000000e+04,-1.928300000000000000e+04,-1.981600000000000000e+04,-1.949500000000000000e+04,-1.902700000000000000e+04,-1.941400000000000000e+04
-1.690500000000000000e+04,-1.697800000000000000e+04,-1.722000000000000000e+04,-1.759300000000000000e+04,-1.646800000000000000e+04,-1.891000000000000000e+04,-1.727200000000000000e+04,-1.928900000000000000e+04,-1.690500000000000000e+04,-1.738300000000000000e+04,-1.706000000000000000e+04,-1.752300000000000000e+04,-1.883400000000000000e+04,-1.778600000000000000e+04
-1.667000000000000000e+04,-1.655100000000000000e+04,-1.635500000000000000e+04,-1.655100000000000000e+04,-1.654000000000000000e+04,-1.942500000000000000e+04,-1.646800000000000000e+04,-1.940100000000000000e+04,-1.693800000000000000e+04,-1.606600000000000000e+04,-1.680400000000000000e+04,-1.662400000000000000e+04,-1.952800000000000000e+04,-1.663000000000000000e+04
-1.657500000000000000e+04,-1.683800000000000000e+04,-1.666400000000000000e+04,-1.656000000000000000e+04,-1.596700000000000000e+04,-1.974100000000000000e+04,-1.621800000000000000e+04,-1.943200000000000000e+04,-1.662000000000000000e+04,-1.579700000000000000e+04,-1.631100000000000000e+04,-1.655600000000000000e+04,-1.957200000000000000e+04,-1.671300000000000000e+04
-1.599200000000000000e+04,-1.613400000000000000e+04,-1.593400000000000000e+04,-1.659300000000000000e+04,-1.582700000000000000e+04,-1.928900000000000000e+04,-1.636200000000000000e+04,-1.940500000000000000e+04,-1.649600000000000000e+04,-1.681900000000000000e+04,-1.642500000000000000e+04,-1.620000000000000000e+04,-1.997300000000000000e+04,-1.634700000000000000e+04
-1.593600000000000000e+04,-1.641400000000000000e+04,-1.669300000000000000e+04,-1.662500000000000000e+04,-1.622700000000000000e+04,-1.963700000000000000e+04,-1.593100000000000000e+04,-1.894800000000000000e+04,-1.657800000000000000e+04,-1.649400000000000000e+04,-1.631300000000000000e+04,-1.641800000000000000e+04,-1.899600000000000000e+04,-1.652000000000000000e+04
-1.638700000000000000e+04,-1.595500000000000000e+04,-1.623600000000000000e+04,-1.657900000000000000e+04,-1.613100000000000000e+04,-1.907900000000000000e+04,-1.644900000000000000e+04,-1.959300000000000000e+04,-1.612400000000000000e+04,-1.649900000000000000e+04,-1.637200000000000000e+04,-1.620400000000000000e+04,-1.874000000000000000e+04,-1.674500000000000000e+04
-1.667600000000000000e+04,-1.639200000000000000e+04,-1.621400000000000000e+04,-1.660800000000000000e+04,-1.628900000000000000e+04,-1.921200000000000000e+04,-1.700900000000000000e+04,-1.883600000000000000e+04,-1.673600000000000000e+04,-1.691400000000000000e+04,-1.717500000000000000e+04,-1.667200000000000000e+04,-1.908600000000000000e+04,-1.642000000000000000e+04
