-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.250000000000000000e+02,-5.210000000000000000e+02,-5.160000000000000000e+02
-4.820000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-4.990000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-4.920000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-4.850000000000000000e+02,-4.952900000000000000e+04,-5.220000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-4.921600000000000000e+04,-5.120000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-4.970000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.930000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-4.632300000000000000e+04,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.005000000000000000e+04,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-3.940300000000000000e+04,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-4.880000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.210000000000000000e+02,-5.490000000000000000e+02,-5.210000000000000000e+02,-5.210000000000000000e+02
-5.750000000000000000e+02,-5.670000000000000000e+02,-4.940000000000000000e+02,-4.910000000000000000e+02
-5.440000000000000000e+02,-5.170000000000000000e+02,-4.940000000000000000e+02,-5.220000000000000000e+02
-4.780000000000000000e+02,-5.290000000000000000e+02,-3.646000000000000000e+04,-3.520300000000000000e+04
-5.580000000000000000e+02,-4.930000000000000000e+02,-4.952900000000000000e+04,-4.952900000000000000e+04
-5.660000000000000000e+02,-4.820000000000000000e+02,-4.953100000000000000e+04,-4.953100000000000000e+04
-4.950000000000000000e+02,-5.330000000000000000e+02,-4.953100000000000000e+04,-4.953100000000000000e+04
-4.850000000000000000e+02,-5.440000000000000000e+02,-4.953100000000000000e+04,-4.953100000000000000e+04
-5.620000000000000000e+02,-5.060000000000000000e+02,-2.546300000000000000e+04,-2.465800000000000000e+04
-4.950000000000000000e+02,-4.900000000000000000e+02,-4.930000000000000000e+02,-4.780000000000000000e+02
-5.210000000000000000e+02,-4.830000000000000000e+02,-5.070000000000000000e+02,-5.120000000000000000e+02
-5.030000000000000000e+02,-4.910000000000000000e+02,-5.410000000000000000e+02,-5.070000000000000000e+02
-5.210000000000000000e+02,-5.060000000000000000e+02,-5.340000000000000000e+02,-5.350000000000000000e+02
-4.970000000000000000e+02,-4.830000000000000000e+02,-4.920000000000000000e+02,-5.220000000000000000e+02
-5.170000000000000000e+02,-4.800000000000000000e+02,-5.820000000000000000e+02,-4.890000000000000000e+02
-4.670000000000000000e+02,-5.110000000000000000e+02,-5.140000000000000000e+02,-4.680000000000000000e+02
-5.580000000000000000e+02,-2.532000000000000000e+04,-2.895800000000000000e+04,-5.330000000000000000e+02
-4.910000000000000000e+02,-4.980000000000000000e+02,-4.700000000000000000e+02,-4.750000000000000000e+02
-4.690000000000000000e+02,-4.920000000000000000e+02,-5.150000000000000000e+02,-4.970000000000000000e+02
-4.660000000000000000e+02,-5.160000000000000000e+02,-4.810000000000000000e+02,-5.670000000000000000e+02
-5.430000000000000000e+02,-5.020000000000000000e+02,-4.790000000000000000e+02,-5.220000000000000000e+02
-4.760000000000000000e+02,-4.910000000000000000e+02,-5.060000000000000000e+02,-5.310000000000000000e+02
-5.300000000000000000e+02,-4.880000000000000000e+02,-5.200000000000000000e+02,-4.950000000000000000e+02
-4.790000000000000000e+02,-5.930000000000000000e+02,-4.800000000000000000e+02,-4.730000000000000000e+02
-4.850000000000000000e+02,-4.560000000000000000e+02,-4.950000000000000000e+02,-5.190000000000000000e+02
-4.750000000000000000e+02,-5.340000000000000000e+02,-5.530000000000000000e+02,-4.980000000000000000e+02
-4.700000000000000000e+02,-4.990000000000000000e+02,-5.680000000000000000e+02,-4.780000000000000000e+02
