-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-1.560000000000000000e+02,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01
-1.340000000000000000e+02,-1.930000000000000000e+02,-9.700000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-1.350000000000000000e+02,-1.030000000000000000e+02
-1.130000000000000000e+02,-9.000000000000000000e+01,-1.370000000000000000e+02,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.750000000000000000e+02,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01
-1.000100000000000000e+04,-1.163900000000000000e+04,-1.155000000000000000e+04,-1.176400000000000000e+04,-1.120600000000000000e+04,-1.139800000000000000e+04,-1.903620000000000000e+05,-1.047300000000000000e+04,-1.273200000000000000e+04,-1.082100000000000000e+04,-1.184800000000000000e+04
-4.535360000000000000e+05,-4.556760000000000000e+05,-7.623000000000000000e+03,-7.805000000000000000e+03,-6.688000000000000000e+03,-7.677000000000000000e+03,-5.003650000000000000e+05,-7.880000000000000000e+03,-6.870000000000000000e+03,-4.564050000000000000e+05,-4.546720000000000000e+05
-5.019300000000000000e+05,-5.021740000000000000e+05,-7.000000000000000000e+01,-6.900000000000000000e+01,-6.800000000000000000e+01,-6.800000000000000000e+01,-5.022150000000000000e+05,-7.100000000000000000e+01,-7.000000000000000000e+01,-5.020190000000000000e+05,-5.019760000000000000e+05
-4.970090000000000000e+05,-4.958020000000000000e+05,-1.767450000000000000e+05,-1.827630000000000000e+05,-1.808400000000000000e+05,-1.830550000000000000e+05,-4.958680000000000000e+05,-1.804300000000000000e+05,-1.840610000000000000e+05,-4.954940000000000000e+05,-4.963030000000000000e+05
-3.356410000000000000e+05,-3.330250000000000000e+05,-4.056920000000000000e+05,-4.068620000000000000e+05,-4.073850000000000000e+05,-4.106240000000000000e+05,-1.301560000000000000e+05,-4.066800000000000000e+05,-4.052010000000000000e+05,-3.371700000000000000e+05,-3.361630000000000000e+05
-2.716200000000000000e+04,-2.388200000000000000e+04,-1.331440000000000000e+05,-1.292000000000000000e+05,-1.266760000000000000e+05,-1.321010000000000000e+05,-4.256000000000000000e+03,-1.326240000000000000e+05,-1.291790000000000000e+05,-2.651700000000000000e+04,-2.663000000000000000e+04
-2.660000000000000000e+02,-6.940000000000000000e+02,-9.433000000000000000e+03,-9.616000000000000000e+03,-1.023700000000000000e+04,-9.423000000000000000e+03,-1.730000000000000000e+02,-8.325000000000000000e+03,-1.061400000000000000e+04,-7.020000000000000000e+02,-3.600000000000000000e+02
-9.200000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.800000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.800000000000000000e+01,-6.800000000000000000e+01,-1.690000000000000000e+02,-6.900000000000000000e+01
-1.010000000000000000e+02,-6.900000000000000000e+01,-6.700000000000000000e+01,-6.800000000000000000e+01,-7.200000000000000000e+01,-6.500000000000000000e+01,-6.900000000000000000e+01,-7.300000000000000000e+01,-6.500000000000000000e+01,-6.900000000000000000e+01,-8.300000000000000000e+01
-6.900000000000000000e+01,-7.000000000000000000e+01,-6.800000000000000000e+01,-6.900000000000000000e+01,-6.600000000000000000e+01,-6.800000000000000000e+01,-7.000000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01
-6.900000000000000000e+01,-6.900000000000000000e+01,-6.500000000000000000e+01,-6.700000000000000000e+01,-7.100000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.700000000000000000e+01,-6.800000000000000000e+01,-7.000000000000000000e+01,-6.700000000000000000e+01
-7.000000000000000000e+01,-7.300000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.700000000000000000e+01,-7.100000000000000000e+01,-6.700000000000000000e+01,-6.800000000000000000e+01,-7.200000000000000000e+01,-6.600000000000000000e+01,-7.000000000000000000e+01
-7.000000000000000000e+01,-6.600000000000000000e+01,-6.800000000000000000e+01,-6.800000000000000000e+01,-6.600000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.800000000000000000e+01,-6.900000000000000000e+01,-7.000000000000000000e+01
-6.700000000000000000e+01,-6.900000000000000000e+01,-7.400000000000000000e+01,-7.000000000000000000e+01,-6.800000000000000000e+01,-7.000000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-7.100000000000000000e+01,-7.100000000000000000e+01,-6.800000000000000000e+01
-6.600000000000000000e+01,-7.000000000000000000e+01,-6.900000000000000000e+01,-7.000000000000000000e+01,-6.600000000000000000e+01,-6.800000000000000000e+01,-6.600000000000000000e+01,-6.900000000000000000e+01,-7.100000000000000000e+01,-6.900000000000000000e+01,-7.000000000000000000e+01
-7.000000000000000000e+01,-7.100000000000000000e+01,-7.100000000000000000e+01,-7.100000000000000000e+01,-7.100000000000000000e+01,-6.900000000000000000e+01,-6.700000000000000000e+01,-6.800000000000000000e+01,-7.100000000000000000e+01,-7.100000000000000000e+01,-6.900000000000000000e+01
-1.670000000000000000e+02,-6.800000000000000000e+01,-7.000000000000000000e+01,-7.000000000000000000e+01,-6.700000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.700000000000000000e+01,-7.000000000000000000e+01,-6.800000000000000000e+01,-1.490000000000000000e+02
-6.900000000000000000e+01,-7.000000000000000000e+01,-7.000000000000000000e+01,-6.700000000000000000e+01,-7.000000000000000000e+01,-6.700000000000000000e+01,-6.900000000000000000e+01,-6.600000000000000000e+01,-6.700000000000000000e+01,-6.700000000000000000e+01,-1.860000000000000000e+02
-7.200000000000000000e+01,-7.100000000000000000e+01,-6.700000000000000000e+01,-7.000000000000000000e+01,-6.400000000000000000e+01,-6.600000000000000000e+01,-6.800000000000000000e+01,-6.800000000000000000e+01,-6.800000000000000000e+01,-7.100000000000000000e+01,-6.900000000000000000e+01
-6.900000000000000000e+01,-6.900000000000000000e+01,-6.700000000000000000e+01,-7.000000000000000000e+01,-6.900000000000000000e+01,-7.000000000000000000e+01,-6.900000000000000000e+01,-6.600000000000000000e+01,-6.800000000000000000e+01,-6.900000000000000000e+01,-6.800000000000000000e+01
-7.200000000000000000e+01,-6.900000000000000000e+01,-6.800000000000000000e+01,-7.100000000000000000e+01,-6.900000000000000000e+01,-6.800000000000000000e+01,-6.800000000000000000e+01,-6.700000000000000000e+01,-6.900000000000000000e+01,-7.000000000000000000e+01,-6.900000000000000000e+01
-6.900000000000000000e+01,-6.600000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01,-7.100000000000000000e+01,-6.600000000000000000e+01,-7.000000000000000000e+01,-6.800000000000000000e+01,-6.800000000000000000e+01,-6.900000000000000000e+01
