-5.770000000000000000e+02,-5.980000000000000000e+02,-5.970000000000000000e+02,-6.010000000000000000e+02,-5.760000000000000000e+02,-5.520000000000000000e+02,-5.990000000000000000e+02,-6.160000000000000000e+02,-5.910000000000000000e+02,-6.010000000000000000e+02
-5.880000000000000000e+02,-5.370000000000000000e+02,-7.020000000000000000e+02,-5.890000000000000000e+02,-6.000000000000000000e+02,-5.650000000000000000e+02,-6.070000000000000000e+02,-5.890000000000000000e+02,-5.750000000000000000e+02,-6.160000000000000000e+02
-5.110000000000000000e+02,-5.010000000000000000e+02,-6.090000000000000000e+02,-4.840000000000000000e+02,-5.590000000000000000e+02,-5.350000000000000000e+02,-6.120000000000000000e+02,-5.220000000000000000e+02,-5.370000000000000000e+02,-5.680000000000000000e+02
-4.780000000000000000e+02,-4.880000000000000000e+02,-5.980000000000000000e+02,-4.890000000000000000e+02,-5.160000000000000000e+02,-5.450000000000000000e+02,-5.340000000000000000e+02,-4.690000000000000000e+02,-6.280000000000000000e+02,-4.860000000000000000e+02
-1.622000000000000000e+03,-1.631000000000000000e+03,-4.540000000000000000e+02,-1.571000000000000000e+03,-1.648000000000000000e+03,-1.660000000000000000e+03,-4.820000000000000000e+02,-4.940000000000000000e+02,-5.010000000000000000e+02,-1.593000000000000000e+03
-1.673000000000000000e+03,-1.676000000000000000e+03,-1.607000000000000000e+03,-1.662000000000000000e+03,-1.708000000000000000e+03,-4.720000000000000000e+02,-1.684000000000000000e+03,-1.666000000000000000e+03,-1.714000000000000000e+03,-1.656000000000000000e+03
-1.675000000000000000e+03,-1.697000000000000000e+03,-5.380000000000000000e+02,-1.674000000000000000e+03,-1.741000000000000000e+03,-1.658000000000000000e+03,-1.643000000000000000e+03,-1.642000000000000000e+03,-1.720000000000000000e+03,-4.940000000000000000e+02
-1.648000000000000000e+03,-1.607000000000000000e+03,-1.610000000000000000e+03,-1.757000000000000000e+03,-4.850000000000000000e+02,-4.760000000000000000e+02,-1.714000000000000000e+03,-1.608000000000000000e+03,-1.676000000000000000e+03,-1.652000000000000000e+03
-1.664000000000000000e+03,-1.637000000000000000e+03,-4.810000000000000000e+02,-1.658000000000000000e+03,-1.614000000000000000e+03,-5.120000000000000000e+02,-1.636000000000000000e+03,-1.645000000000000000e+03,-1.630000000000000000e+03,-4.770000000000000000e+02
-1.696000000000000000e+03,-1.690000000000000000e+03,-1.683000000000000000e+03,-4.790000000000000000e+02,-4.810000000000000000e+02,-1.651000000000000000e+03,-4.840000000000000000e+02,-1.691000000000000000e+03,-1.679000000000000000e+03,-1.725000000000000000e+03
-1.590000000000000000e+03,-1.665000000000000000e+03,-1.588000000000000000e+03,-5.230000000000000000e+02,-1.691000000000000000e+03,-4.800000000000000000e+02,-1.693000000000000000e+03,-4.960000000000000000e+02,-1.657000000000000000e+03,-1.672000000000000000e+03
-1.612000000000000000e+03,-1.661000000000000000e+03,-1.687000000000000000e+03,-1.613000000000000000e+03,-1.724000000000000000e+03,-1.693000000000000000e+03,-1.697000000000000000e+03,-4.720000000000000000e+02,-1.645000000000000000e+03,-4.810000000000000000e+02
-1.643000000000000000e+03,-1.633000000000000000e+03,-1.645000000000000000e+03,-5.050000000000000000e+02,-1.699000000000000000e+03,-1.649000000000000000e+03,-1.624000000000000000e+03,-1.661000000000000000e+03,-1.696000000000000000e+03,-1.692000000000000000e+03
-4.770000000000000000e+02,-4.840000000000000000e+02,-1.748000000000000000e+03,-5.040000000000000000e+02,-4.730000000000000000e+02,-4.710000000000000000e+02,-1.659000000000000000e+03,-4.640000000000000000e+02,-1.673000000000000000e+03,-1.684000000000000000e+03
-5.260000000000000000e+02,-4.920000000000000000e+02,-4.560000000000000000e+02,-4.930000000000000000e+02,-5.030000000000000000e+02,-5.610000000000000000e+02,-5.160000000000000000e+02,-5.110000000000000000e+02,-5.110000000000000000e+02,-4.980000000000000000e+02
-1.558000000000000000e+03,-5.920000000000000000e+02,-5.260000000000000000e+02,-4.870000000000000000e+02,-4.640000000000000000e+02,-1.644000000000000000e+03,-4.960000000000000000e+02,-4.940000000000000000e+02,-4.960000000000000000e+02,-5.430000000000000000e+02
-4.810000000000000000e+02,-5.100000000000000000e+02,-4.870000000000000000e+02,-1.569000000000000000e+03,-4.980000000000000000e+02,-4.830000000000000000e+02,-4.970000000000000000e+02,-4.890000000000000000e+02,-5.120000000000000000e+02,-4.850000000000000000e+02
-5.060000000000000000e+02,-5.480000000000000000e+02,-5.070000000000000000e+02,-5.330000000000000000e+02,-4.790000000000000000e+02,-5.650000000000000000e+02,-5.320000000000000000e+02,-5.390000000000000000e+02,-5.070000000000000000e+02,-5.170000000000000000e+02
-4.900000000000000000e+02,-4.920000000000000000e+02,-5.050000000000000000e+02,-1.691000000000000000e+03,-5.010000000000000000e+02,-5.070000000000000000e+02,-5.270000000000000000e+02,-5.180000000000000000e+02,-6.140000000000000000e+02,-5.140000000000000000e+02
-5.030000000000000000e+02,-4.950000000000000000e+02,-5.270000000000000000e+02,-1.653000000000000000e+03,-4.910000000000000000e+02,-5.300000000000000000e+02,-5.200000000000000000e+02,-5.240000000000000000e+02,-5.000000000000000000e+02,-5.090000000000000000e+02
-1.602000000000000000e+03,-1.578000000000000000e+03,-5.180000000000000000e+02,-4.870000000000000000e+02,-4.890000000000000000e+02,-5.240000000000000000e+02,-5.110000000000000000e+02,-4.860000000000000000e+02,-4.930000000000000000e+02,-5.310000000000000000e+02
-4.950000000000000000e+02,-4.900000000000000000e+02,-5.250000000000000000e+02,-1.720000000000000000e+03,-4.800000000000000000e+02,-4.780000000000000000e+02,-5.370000000000000000e+02,-5.300000000000000000e+02,-4.890000000000000000e+02,-5.760000000000000000e+02
-1.702000000000000000e+03,-4.720000000000000000e+02,-5.520000000000000000e+02,-4.730000000000000000e+02,-5.180000000000000000e+02,-4.960000000000000000e+02,-4.930000000000000000e+02,-1.583000000000000000e+03,-5.060000000000000000e+02,-5.060000000000000000e+02
-1.717000000000000000e+03,-4.740000000000000000e+02,-4.980000000000000000e+02,-1.731000000000000000e+03,-4.750000000000000000e+02,-4.430000000000000000e+02,-5.280000000000000000e+02,-4.930000000000000000e+02,-5.050000000000000000e+02,-1.594000000000000000e+03
-4.620000000000000000e+02,-1.626000000000000000e+03,-4.650000000000000000e+02,-1.615000000000000000e+03,-1.722000000000000000e+03,-4.870000000000000000e+02,-4.850000000000000000e+02,-5.060000000000000000e+02,-4.850000000000000000e+02,-4.950000000000000000e+02
-4.740000000000000000e+02,-1.702000000000000000e+03,-1.654000000000000000e+03,-1.708000000000000000e+03,-1.680000000000000000e+03,-1.690000000000000000e+03,-5.390000000000000000e+02,-4.920000000000000000e+02,-1.686000000000000000e+03,-1.725000000000000000e+03
-5.090000000000000000e+02,-1.685000000000000000e+03,-1.720000000000000000e+03,-1.604000000000000000e+03,-4.610000000000000000e+02,-1.639000000000000000e+03,-1.661000000000000000e+03,-4.710000000000000000e+02,-5.150000000000000000e+02,-1.738000000000000000e+03
-1.611000000000000000e+03,-1.686000000000000000e+03,-1.702000000000000000e+03,-1.658000000000000000e+03,-1.673000000000000000e+03,-4.800000000000000000e+02,-4.880000000000000000e+02,-4.660000000000000000e+02,-4.850000000000000000e+02,-5.070000000000000000e+02
-1.715000000000000000e+03,-1.605000000000000000e+03,-1.705000000000000000e+03,-4.980000000000000000e+02,-1.615000000000000000e+03,-1.694000000000000000e+03,-1.623000000000000000e+03,-5.320000000000000000e+02,-1.652000000000000000e+03,-1.644000000000000000e+03
-4.870000000000000000e+02,-1.721000000000000000e+03,-1.674000000000000000e+03,-1.713000000000000000e+03,-4.880000000000000000e+02,-1.744000000000000000e+03,-5.030000000000000000e+02,-1.643000000000000000e+03,-1.633000000000000000e+03,-1.719000000000000000e+03
-1.707000000000000000e+03,-1.605000000000000000e+03,-1.655000000000000000e+03,-5.230000000000000000e+02,-1.625000000000000000e+03,-1.689000000000000000e+03,-1.651000000000000000e+03,-1.617000000000000000e+03,-1.686000000000000000e+03,-1.721000000000000000e+03
-4.800000000000000000e+02,-1.696000000000000000e+03,-5.150000000000000000e+02,-4.760000000000000000e+02,-4.680000000000000000e+02,-1.683000000000000000e+03,-1.734000000000000000e+03,-1.661000000000000000e+03,-1.719000000000000000e+03,-1.620000000000000000e+03
-4.830000000000000000e+02,-4.940000000000000000e+02,-1.686000000000000000e+03,-4.910000000000000000e+02,-1.618000000000000000e+03,-1.641000000000000000e+03,-1.712000000000000000e+03,-4.590000000000000000e+02,-1.663000000000000000e+03,-1.687000000000000000e+03
-4.800000000000000000e+02,-4.970000000000000000e+02,-4.620000000000000000e+02,-5.350000000000000000e+02,-4.540000000000000000e+02,-4.780000000000000000e+02,-1.728000000000000000e+03,-5.200000000000000000e+02,-4.900000000000000000e+02,-4.870000000000000000e+02
-4.840000000000000000e+02,-4.910000000000000000e+02,-1.645000000000000000e+03,-4.720000000000000000e+02,-5.090000000000000000e+02,-4.720000000000000000e+02,-5.140000000000000000e+02,-1.591000000000000000e+03,-4.710000000000000000e+02,-1.646000000000000000e+03
-4.610000000000000000e+02,-4.790000000000000000e+02,-1.652000000000000000e+03,-4.950000000000000000e+02,-4.720000000000000000e+02,-1.571000000000000000e+03,-1.586000000000000000e+03,-5.130000000000000000e+02,-5.020000000000000000e+02,-4.950000000000000000e+02
-4.870000000000000000e+02,-4.900000000000000000e+02,-5.540000000000000000e+02,-1.595000000000000000e+03,-5.570000000000000000e+02,-4.790000000000000000e+02,-4.770000000000000000e+02,-4.660000000000000000e+02,-5.870000000000000000e+02,-4.800000000000000000e+02
-5.040000000000000000e+02,-5.010000000000000000e+02,-5.200000000000000000e+02,-5.010000000000000000e+02,-5.000000000000000000e+02,-5.830000000000000000e+02,-5.040000000000000000e+02,-4.970000000000000000e+02,-5.470000000000000000e+02,-4.810000000000000000e+02
-1.592000000000000000e+03,-4.730000000000000000e+02,-4.900000000000000000e+02,-4.670000000000000000e+02,-1.608000000000000000e+03,-4.900000000000000000e+02,-5.050000000000000000e+02,-4.850000000000000000e+02,-4.790000000000000000e+02,-5.330000000000000000e+02
-1.687000000000000000e+03,-4.970000000000000000e+02,-5.050000000000000000e+02,-1.662000000000000000e+03,-4.740000000000000000e+02,-4.680000000000000000e+02,-5.690000000000000000e+02,-1.608000000000000000e+03,-1.557000000000000000e+03,-1.532000000000000000e+03
-4.660000000000000000e+02,-4.990000000000000000e+02,-5.040000000000000000e+02,-1.666000000000000000e+03,-4.890000000000000000e+02,-5.050000000000000000e+02,-4.850000000000000000e+02,-1.640000000000000000e+03,-5.050000000000000000e+02,-5.280000000000000000e+02
-4.830000000000000000e+02,-5.180000000000000000e+02,-4.680000000000000000e+02,-1.625000000000000000e+03,-4.830000000000000000e+02,-4.680000000000000000e+02,-1.651000000000000000e+03,-1.569000000000000000e+03,-4.780000000000000000e+02,-4.770000000000000000e+02
-4.730000000000000000e+02,-1.671000000000000000e+03,-1.613000000000000000e+03,-1.657000000000000000e+03,-4.960000000000000000e+02,-4.630000000000000000e+02,-5.360000000000000000e+02,-4.940000000000000000e+02,-4.930000000000000000e+02,-5.070000000000000000e+02
-4.860000000000000000e+02,-4.700000000000000000e+02,-1.630000000000000000e+03,-4.720000000000000000e+02,-1.710000000000000000e+03,-4.980000000000000000e+02,-1.718000000000000000e+03,-4.620000000000000000e+02,-4.790000000000000000e+02,-4.490000000000000000e+02
-1.691000000000000000e+03,-1.702000000000000000e+03,-1.630000000000000000e+03,-1.625000000000000000e+03,-4.820000000000000000e+02,-1.622000000000000000e+03,-4.730000000000000000e+02,-1.690000000000000000e+03,-1.725000000000000000e+03,-4.650000000000000000e+02
-1.622000000000000000e+03,-4.760000000000000000e+02,-1.666000000000000000e+03,-1.687000000000000000e+03,-1.654000000000000000e+03,-1.742000000000000000e+03,-1.694000000000000000e+03,-4.930000000000000000e+02,-1.683000000000000000e+03,-1.684000000000000000e+03
-4.680000000000000000e+02,-4.910000000000000000e+02,-1.631000000000000000e+03,-1.696000000000000000e+03,-1.738000000000000000e+03,-1.690000000000000000e+03,-4.680000000000000000e+02,-4.680000000000000000e+02,-1.646000000000000000e+03,-4.800000000000000000e+02
-4.900000000000000000e+02,-5.300000000000000000e+02,-4.600000000000000000e+02,-1.696000000000000000e+03,-1.715000000000000000e+03,-4.760000000000000000e+02,-1.662000000000000000e+03,-5.250000000000000000e+02,-1.731000000000000000e+03,-1.734000000000000000e+03
-1.696000000000000000e+03,-1.568000000000000000e+03,-1.711000000000000000e+03,-4.820000000000000000e+02,-1.648000000000000000e+03,-4.720000000000000000e+02,-1.652000000000000000e+03,-1.690000000000000000e+03,-1.680000000000000000e+03,-1.670000000000000000e+03
-1.694000000000000000e+03,-1.744000000000000000e+03,-4.910000000000000000e+02,-4.670000000000000000e+02,-1.673000000000000000e+03,-1.693000000000000000e+03,-1.596000000000000000e+03,-1.658000000000000000e+03,-1.674000000000000000e+03,-1.666000000000000000e+03
