-3.331500000000000000e+04,-3.335600000000000000e+04,-3.268700000000000000e+04
-3.248900000000000000e+04,-3.240600000000000000e+04,-3.203700000000000000e+04
-3.175900000000000000e+04,-3.157200000000000000e+04,-3.137000000000000000e+04
-3.101100000000000000e+04,-3.151000000000000000e+04,-3.091600000000000000e+04
-3.085700000000000000e+04,-3.116000000000000000e+04,-3.082800000000000000e+04
-3.081200000000000000e+04,-3.114000000000000000e+04,-3.069600000000000000e+04
-3.040700000000000000e+04,-3.111100000000000000e+04,-3.086600000000000000e+04
-3.027900000000000000e+04,-3.074800000000000000e+04,-3.121300000000000000e+04
-3.009000000000000000e+04,-3.033400000000000000e+04,-3.055400000000000000e+04
-3.013300000000000000e+04,-3.035000000000000000e+04,-3.100300000000000000e+04
-3.041600000000000000e+04,-3.003700000000000000e+04,-3.066600000000000000e+04
-2.984600000000000000e+04,-3.020400000000000000e+04,-3.053100000000000000e+04
-2.928400000000000000e+04,-2.995100000000000000e+04,-3.090800000000000000e+04
-2.961100000000000000e+04,-2.964800000000000000e+04,-3.044200000000000000e+04
-2.908000000000000000e+04,-2.917800000000000000e+04,-2.979400000000000000e+04
-2.894800000000000000e+04,-2.865200000000000000e+04,-2.960000000000000000e+04
-2.886200000000000000e+04,-2.896400000000000000e+04,-2.970800000000000000e+04
-2.882100000000000000e+04,-2.880700000000000000e+04,-2.985400000000000000e+04
-2.857000000000000000e+04,-2.857700000000000000e+04,-2.908500000000000000e+04
-2.848500000000000000e+04,-2.851000000000000000e+04,-2.865300000000000000e+04
-2.820600000000000000e+04,-2.848000000000000000e+04,-2.836700000000000000e+04
-2.849300000000000000e+04,-2.857300000000000000e+04,-2.849000000000000000e+04
-2.819500000000000000e+04,-2.836200000000000000e+04,-2.850600000000000000e+04
-2.841500000000000000e+04,-2.831500000000000000e+04,-2.850300000000000000e+04
-2.766600000000000000e+04,-2.819600000000000000e+04,-2.833700000000000000e+04
-2.779800000000000000e+04,-2.799600000000000000e+04,-2.838200000000000000e+04
-2.782600000000000000e+04,-2.782100000000000000e+04,-2.837700000000000000e+04
-2.755900000000000000e+04,-2.778900000000000000e+04,-2.795700000000000000e+04
-2.747700000000000000e+04,-2.750000000000000000e+04,-2.778800000000000000e+04
-2.779500000000000000e+04,-2.720800000000000000e+04,-2.791700000000000000e+04
-2.752900000000000000e+04,-2.768000000000000000e+04,-2.801700000000000000e+04
-2.759000000000000000e+04,-2.779900000000000000e+04,-2.734000000000000000e+04
-2.816400000000000000e+04,-2.794500000000000000e+04,-2.723600000000000000e+04
-2.782300000000000000e+04,-2.788100000000000000e+04,-2.749200000000000000e+04
-2.796600000000000000e+04,-2.737300000000000000e+04,-2.744300000000000000e+04
-2.751200000000000000e+04,-2.776200000000000000e+04,-2.751600000000000000e+04
-2.776600000000000000e+04,-2.786900000000000000e+04,-2.745900000000000000e+04
-2.787800000000000000e+04,-2.774600000000000000e+04,-2.767700000000000000e+04
-2.730500000000000000e+04,-2.772100000000000000e+04,-2.734700000000000000e+04
-2.734900000000000000e+04,-2.786200000000000000e+04,-2.775100000000000000e+04
-2.755700000000000000e+04,-2.785400000000000000e+04,-2.751300000000000000e+04
-2.733000000000000000e+04,-2.761200000000000000e+04,-2.748900000000000000e+04
-2.755300000000000000e+04,-2.735500000000000000e+04,-2.720100000000000000e+04
-2.739500000000000000e+04,-2.712200000000000000e+04,-2.741500000000000000e+04
-2.738200000000000000e+04,-2.708300000000000000e+04,-2.783900000000000000e+04
-2.790500000000000000e+04,-2.728200000000000000e+04,-2.754900000000000000e+04
-2.773500000000000000e+04,-2.727000000000000000e+04,-2.769700000000000000e+04
-2.753600000000000000e+04,-2.763900000000000000e+04,-2.732000000000000000e+04
-2.744400000000000000e+04,-2.747100000000000000e+04,-2.721300000000000000e+04
-2.731500000000000000e+04,-2.751700000000000000e+04,-2.747800000000000000e+04
-2.772200000000000000e+04,-2.718700000000000000e+04,-2.789500000000000000e+04
-2.765900000000000000e+04,-2.732100000000000000e+04,-2.727600000000000000e+04
-2.767400000000000000e+04,-2.764200000000000000e+04,-2.731900000000000000e+04
-2.772000000000000000e+04,-2.723200000000000000e+04,-2.779300000000000000e+04
-2.770900000000000000e+04,-2.696800000000000000e+04,-2.781600000000000000e+04
-2.758000000000000000e+04,-2.709300000000000000e+04,-2.761900000000000000e+04
-2.771800000000000000e+04,-2.720600000000000000e+04,-2.707700000000000000e+04
-2.774300000000000000e+04,-2.749700000000000000e+04,-2.701000000000000000e+04
-2.691800000000000000e+04,-2.756000000000000000e+04,-2.774500000000000000e+04
-2.734300000000000000e+04,-2.696800000000000000e+04,-2.780600000000000000e+04
-2.769200000000000000e+04,-2.697100000000000000e+04,-2.737600000000000000e+04
-2.745200000000000000e+04,-2.757800000000000000e+04,-2.731800000000000000e+04
-2.762200000000000000e+04,-2.696200000000000000e+04,-2.737700000000000000e+04
-2.732400000000000000e+04,-2.735400000000000000e+04,-2.707600000000000000e+04
-2.779100000000000000e+04,-2.705900000000000000e+04,-2.700200000000000000e+04
-2.719500000000000000e+04,-2.739900000000000000e+04,-2.739000000000000000e+04
-2.694000000000000000e+04,-2.693900000000000000e+04,-2.750700000000000000e+04
-2.704300000000000000e+04,-2.754300000000000000e+04,-2.788100000000000000e+04
-2.751200000000000000e+04,-2.721800000000000000e+04,-2.792700000000000000e+04
-2.713400000000000000e+04,-2.739400000000000000e+04,-2.705800000000000000e+04
-2.693600000000000000e+04,-2.768900000000000000e+04,-2.722300000000000000e+04
-2.712500000000000000e+04,-2.753800000000000000e+04,-2.725200000000000000e+04
-2.700100000000000000e+04,-2.776500000000000000e+04,-2.728100000000000000e+04
-2.694400000000000000e+04,-2.777200000000000000e+04,-2.739700000000000000e+04
-2.759100000000000000e+04,-2.732400000000000000e+04,-2.726700000000000000e+04
-2.703500000000000000e+04,-2.723400000000000000e+04,-2.688900000000000000e+04
-2.729200000000000000e+04,-2.748600000000000000e+04,-2.758600000000000000e+04
-2.758400000000000000e+04,-2.684700000000000000e+04,-2.716200000000000000e+04
-2.739000000000000000e+04,-2.688100000000000000e+04,-2.721000000000000000e+04
-2.670200000000000000e+04,-2.737600000000000000e+04,-2.694400000000000000e+04
-2.705100000000000000e+04,-2.722200000000000000e+04,-2.705600000000000000e+04
-2.758800000000000000e+04,-2.726300000000000000e+04,-2.689500000000000000e+04
-2.761300000000000000e+04,-2.734700000000000000e+04,-2.697300000000000000e+04
-2.721800000000000000e+04,-2.717500000000000000e+04,-2.701300000000000000e+04
-2.694200000000000000e+04,-2.720000000000000000e+04,-2.680800000000000000e+04
-2.684500000000000000e+04,-2.722500000000000000e+04,-2.697500000000000000e+04
-2.662800000000000000e+04,-2.737300000000000000e+04,-2.660000000000000000e+04
-2.677200000000000000e+04,-2.718600000000000000e+04,-2.696500000000000000e+04
-2.712200000000000000e+04,-2.693500000000000000e+04,-2.699500000000000000e+04
-2.714000000000000000e+04,-2.674200000000000000e+04,-2.667900000000000000e+04
-2.680000000000000000e+04,-2.752300000000000000e+04,-2.629400000000000000e+04
