-3.360800000000000000e+04,-3.378000000000000000e+04,-3.344300000000000000e+04,-3.369600000000000000e+04,-3.409200000000000000e+04,-3.341600000000000000e+04,-3.359500000000000000e+04,-3.359100000000000000e+04
-3.271800000000000000e+04,-3.234700000000000000e+04,-3.218800000000000000e+04,-3.237700000000000000e+04,-3.230000000000000000e+04,-3.230700000000000000e+04,-3.265300000000000000e+04,-3.264300000000000000e+04
-3.170800000000000000e+04,-3.160400000000000000e+04,-3.155500000000000000e+04,-3.202700000000000000e+04,-3.151600000000000000e+04,-3.195700000000000000e+04,-3.190800000000000000e+04,-3.215900000000000000e+04
-3.135900000000000000e+04,-3.085400000000000000e+04,-3.114300000000000000e+04,-3.159300000000000000e+04,-3.164700000000000000e+04,-3.124100000000000000e+04,-3.204400000000000000e+04,-3.152900000000000000e+04
-3.125300000000000000e+04,-3.136100000000000000e+04,-3.162500000000000000e+04,-3.163700000000000000e+04,-3.118000000000000000e+04,-3.096800000000000000e+04,-3.143900000000000000e+04,-3.119900000000000000e+04
-3.117700000000000000e+04,-3.116100000000000000e+04,-3.141900000000000000e+04,-3.151500000000000000e+04,-3.149600000000000000e+04,-3.137500000000000000e+04,-3.070900000000000000e+04,-3.105500000000000000e+04
-3.099100000000000000e+04,-3.118400000000000000e+04,-3.144600000000000000e+04,-3.153800000000000000e+04,-3.087000000000000000e+04,-3.180400000000000000e+04,-3.097300000000000000e+04,-3.103500000000000000e+04
-3.105800000000000000e+04,-3.126900000000000000e+04,-3.122500000000000000e+04,-3.078600000000000000e+04,-3.145700000000000000e+04,-3.114000000000000000e+04,-3.096400000000000000e+04,-3.091300000000000000e+04
-3.074100000000000000e+04,-3.147500000000000000e+04,-3.109000000000000000e+04,-3.067000000000000000e+04,-3.097300000000000000e+04,-3.142100000000000000e+04,-3.107900000000000000e+04,-3.077700000000000000e+04
-3.087700000000000000e+04,-3.114300000000000000e+04,-3.096700000000000000e+04,-3.093200000000000000e+04,-3.116300000000000000e+04,-3.111600000000000000e+04,-3.096000000000000000e+04,-3.127100000000000000e+04
-3.159400000000000000e+04,-3.117200000000000000e+04,-3.054400000000000000e+04,-3.116300000000000000e+04,-3.070300000000000000e+04,-3.073400000000000000e+04,-3.101200000000000000e+04,-3.092100000000000000e+04
-3.107500000000000000e+04,-3.054100000000000000e+04,-3.082200000000000000e+04,-3.133900000000000000e+04,-3.084600000000000000e+04,-3.057900000000000000e+04,-3.095700000000000000e+04,-3.057400000000000000e+04
-3.076100000000000000e+04,-3.043000000000000000e+04,-3.086000000000000000e+04,-3.046500000000000000e+04,-3.051500000000000000e+04,-3.066100000000000000e+04,-3.074700000000000000e+04,-3.088700000000000000e+04
-3.065000000000000000e+04,-3.033100000000000000e+04,-3.101800000000000000e+04,-3.031100000000000000e+04,-3.055000000000000000e+04,-3.053700000000000000e+04,-3.115500000000000000e+04,-3.087500000000000000e+04
-3.073900000000000000e+04,-3.021300000000000000e+04,-3.067100000000000000e+04,-3.021900000000000000e+04,-3.033900000000000000e+04,-3.085200000000000000e+04,-3.068300000000000000e+04,-3.049300000000000000e+04
