-3.356600000000000000e+04
-3.196500000000000000e+04
-3.129900000000000000e+04
-3.146000000000000000e+04
-3.072500000000000000e+04
-3.106200000000000000e+04
-3.125300000000000000e+04
-3.069100000000000000e+04
-3.069700000000000000e+04
-3.115500000000000000e+04
-3.105200000000000000e+04
-3.117200000000000000e+04
-3.090700000000000000e+04
-3.012300000000000000e+04
-3.020800000000000000e+04
-3.030900000000000000e+04
-3.022600000000000000e+04
-3.002500000000000000e+04
-3.021000000000000000e+04
-3.014100000000000000e+04
-3.005100000000000000e+04
-2.959000000000000000e+04
-2.951200000000000000e+04
-2.960200000000000000e+04
-2.977800000000000000e+04
-2.991400000000000000e+04
-2.963800000000000000e+04
-2.973400000000000000e+04
-2.969500000000000000e+04
-2.903800000000000000e+04
-2.928000000000000000e+04
-2.933800000000000000e+04
-2.963500000000000000e+04
-2.973400000000000000e+04
-2.959100000000000000e+04
-2.911100000000000000e+04
-2.913200000000000000e+04
-2.935100000000000000e+04
-2.937200000000000000e+04
-2.952400000000000000e+04
-2.905800000000000000e+04
-2.895200000000000000e+04
-2.876300000000000000e+04
-2.907400000000000000e+04
-2.963600000000000000e+04
-2.938000000000000000e+04
-2.916200000000000000e+04
-2.949400000000000000e+04
-2.972200000000000000e+04
-2.978600000000000000e+04
-2.921600000000000000e+04
-2.940400000000000000e+04
-2.923400000000000000e+04
-2.942900000000000000e+04
-2.896400000000000000e+04
-2.915800000000000000e+04
-2.986600000000000000e+04
-2.980900000000000000e+04
-2.962200000000000000e+04
-2.909500000000000000e+04
-2.934800000000000000e+04
-2.919700000000000000e+04
-2.915700000000000000e+04
-2.891400000000000000e+04
-2.918300000000000000e+04
-2.912200000000000000e+04
-2.871400000000000000e+04
-2.904100000000000000e+04
-2.886900000000000000e+04
-2.890400000000000000e+04
-2.855100000000000000e+04
-2.900300000000000000e+04
-2.900600000000000000e+04
-2.928000000000000000e+04
-2.906600000000000000e+04
-2.866300000000000000e+04
-2.863000000000000000e+04
-2.911800000000000000e+04
-2.863500000000000000e+04
-2.851500000000000000e+04
-2.939400000000000000e+04
-2.925800000000000000e+04
-2.897900000000000000e+04
-2.939000000000000000e+04
-2.910400000000000000e+04
-2.872000000000000000e+04
-2.908700000000000000e+04
-2.949100000000000000e+04
-2.938100000000000000e+04
-2.852800000000000000e+04
-2.848500000000000000e+04
-2.875600000000000000e+04
-2.922600000000000000e+04
-2.923200000000000000e+04
-2.888900000000000000e+04
-2.835500000000000000e+04
-2.862800000000000000e+04
-2.871000000000000000e+04
-2.843300000000000000e+04
-2.888300000000000000e+04
-3.214400000000000000e+04,-3.257200000000000000e+04,-3.239700000000000000e+04,-3.234200000000000000e+04,-3.277600000000000000e+04
-3.221700000000000000e+04,-3.228600000000000000e+04,-3.181200000000000000e+04,-3.229100000000000000e+04,-3.202100000000000000e+04
-2.993600000000000000e+04,-3.149500000000000000e+04,-3.127000000000000000e+04,-3.177600000000000000e+04,-3.111100000000000000e+04
-2.883300000000000000e+04,-3.127700000000000000e+04,-3.123800000000000000e+04,-3.106800000000000000e+04,-3.107100000000000000e+04
-2.817100000000000000e+04,-3.051200000000000000e+04,-3.016600000000000000e+04,-3.037300000000000000e+04,-3.039500000000000000e+04
-2.785500000000000000e+04,-3.061100000000000000e+04,-2.952000000000000000e+04,-3.054900000000000000e+04,-3.054100000000000000e+04
-2.764400000000000000e+04,-3.033000000000000000e+04,-2.998600000000000000e+04,-2.971200000000000000e+04,-3.050400000000000000e+04
-2.791800000000000000e+04,-2.962800000000000000e+04,-3.001800000000000000e+04,-2.971700000000000000e+04,-3.019500000000000000e+04
-2.808700000000000000e+04,-2.926500000000000000e+04,-3.037500000000000000e+04,-2.966500000000000000e+04,-2.915600000000000000e+04
-2.719600000000000000e+04,-2.921000000000000000e+04,-2.959100000000000000e+04,-2.932100000000000000e+04,-2.889300000000000000e+04
-2.702400000000000000e+04,-2.937100000000000000e+04,-2.913500000000000000e+04,-2.862700000000000000e+04,-2.937900000000000000e+04
-2.679000000000000000e+04,-2.930100000000000000e+04,-2.854700000000000000e+04,-2.857600000000000000e+04,-2.875200000000000000e+04
-2.739600000000000000e+04,-2.873900000000000000e+04,-2.833300000000000000e+04,-2.864900000000000000e+04,-2.812900000000000000e+04
-2.672700000000000000e+04,-2.782700000000000000e+04,-2.809500000000000000e+04,-2.805800000000000000e+04,-2.814900000000000000e+04
-2.685400000000000000e+04,-2.770300000000000000e+04,-2.720800000000000000e+04,-2.803100000000000000e+04,-2.736300000000000000e+04
-2.620600000000000000e+04,-2.686400000000000000e+04,-2.747700000000000000e+04,-2.784300000000000000e+04,-2.724600000000000000e+04
-2.605000000000000000e+04,-2.693000000000000000e+04,-2.700000000000000000e+04,-2.764400000000000000e+04,-2.688700000000000000e+04
-2.574500000000000000e+04,-2.675700000000000000e+04,-2.691800000000000000e+04,-2.739700000000000000e+04,-2.733300000000000000e+04
-2.615000000000000000e+04,-2.657400000000000000e+04,-2.697800000000000000e+04,-2.677700000000000000e+04,-2.698500000000000000e+04
-2.627500000000000000e+04,-2.661800000000000000e+04,-2.716200000000000000e+04,-2.657000000000000000e+04,-2.691900000000000000e+04
-2.620300000000000000e+04,-2.634800000000000000e+04,-2.683600000000000000e+04,-2.587400000000000000e+04,-2.618300000000000000e+04
-2.559300000000000000e+04,-2.644500000000000000e+04,-2.650700000000000000e+04,-2.602800000000000000e+04,-2.608000000000000000e+04
-2.559500000000000000e+04,-2.601000000000000000e+04,-2.597000000000000000e+04,-2.571300000000000000e+04,-2.565500000000000000e+04
-2.558300000000000000e+04,-2.545700000000000000e+04,-2.536300000000000000e+04,-2.574500000000000000e+04,-2.522000000000000000e+04
-2.517300000000000000e+04,-2.527200000000000000e+04,-2.480600000000000000e+04,-2.548900000000000000e+04,-2.498400000000000000e+04
-2.485900000000000000e+04,-2.507900000000000000e+04,-2.483900000000000000e+04,-2.549500000000000000e+04,-2.497500000000000000e+04
-2.426900000000000000e+04,-2.557200000000000000e+04,-2.524400000000000000e+04,-2.550100000000000000e+04,-2.507900000000000000e+04
-2.459700000000000000e+04,-2.512000000000000000e+04,-2.471500000000000000e+04,-2.500600000000000000e+04,-2.518900000000000000e+04
-2.459500000000000000e+04,-2.492200000000000000e+04,-2.474800000000000000e+04,-2.450300000000000000e+04,-2.470200000000000000e+04
-2.443100000000000000e+04,-2.502000000000000000e+04,-2.499200000000000000e+04,-2.448100000000000000e+04,-2.482100000000000000e+04
-2.429200000000000000e+04,-2.507400000000000000e+04,-2.440700000000000000e+04,-2.514900000000000000e+04,-2.483200000000000000e+04
-2.440300000000000000e+04,-2.437800000000000000e+04,-2.508700000000000000e+04,-2.443300000000000000e+04,-2.499500000000000000e+04
-2.485100000000000000e+04,-2.432500000000000000e+04,-2.469400000000000000e+04,-2.452400000000000000e+04,-2.476000000000000000e+04
-2.432300000000000000e+04,-2.483000000000000000e+04,-2.457200000000000000e+04,-2.466100000000000000e+04,-2.437100000000000000e+04
-2.409300000000000000e+04,-2.459100000000000000e+04,-2.416800000000000000e+04,-2.474000000000000000e+04,-2.464700000000000000e+04
-2.417100000000000000e+04,-2.426800000000000000e+04,-2.463700000000000000e+04,-2.453200000000000000e+04,-2.467400000000000000e+04
-2.433800000000000000e+04,-2.452600000000000000e+04,-2.472500000000000000e+04,-2.428100000000000000e+04,-2.442100000000000000e+04
-2.395300000000000000e+04,-2.468700000000000000e+04,-2.450800000000000000e+04,-2.405000000000000000e+04,-2.429700000000000000e+04
-2.404100000000000000e+04,-2.446800000000000000e+04,-2.424400000000000000e+04,-2.424000000000000000e+04,-2.407600000000000000e+04
-2.389100000000000000e+04,-2.426600000000000000e+04,-2.435500000000000000e+04,-2.441300000000000000e+04,-2.416000000000000000e+04
-2.389300000000000000e+04,-2.462700000000000000e+04,-2.392900000000000000e+04,-2.439300000000000000e+04,-2.445500000000000000e+04
-2.378500000000000000e+04,-2.418600000000000000e+04,-2.412100000000000000e+04,-2.469000000000000000e+04,-2.416600000000000000e+04
-2.386300000000000000e+04,-2.397200000000000000e+04,-2.414000000000000000e+04,-2.442200000000000000e+04,-2.436700000000000000e+04
-2.389700000000000000e+04,-2.412500000000000000e+04,-2.362700000000000000e+04,-2.396800000000000000e+04,-2.432200000000000000e+04
-2.360400000000000000e+04,-2.414600000000000000e+04,-2.413100000000000000e+04,-2.455000000000000000e+04,-2.396500000000000000e+04
-2.346100000000000000e+04,-2.399100000000000000e+04,-2.413700000000000000e+04,-2.421500000000000000e+04,-2.422100000000000000e+04
-2.380100000000000000e+04,-2.395600000000000000e+04,-2.381300000000000000e+04,-2.416700000000000000e+04,-2.387900000000000000e+04
-2.413600000000000000e+04,-2.375700000000000000e+04,-2.401900000000000000e+04,-2.399800000000000000e+04,-2.360500000000000000e+04
-2.416300000000000000e+04,-2.389100000000000000e+04,-2.379200000000000000e+04,-2.382000000000000000e+04,-2.350700000000000000e+04
-2.389600000000000000e+04,-2.442500000000000000e+04,-2.398700000000000000e+04,-2.362400000000000000e+04,-2.402500000000000000e+04
-2.381900000000000000e+04,-2.396500000000000000e+04,-2.425000000000000000e+04,-2.403600000000000000e+04,-2.377400000000000000e+04
-2.386900000000000000e+04,-2.388300000000000000e+04,-2.384800000000000000e+04,-2.425300000000000000e+04,-2.370100000000000000e+04
-2.367000000000000000e+04,-2.390000000000000000e+04,-2.369600000000000000e+04,-2.356000000000000000e+04,-2.366600000000000000e+04
