-7.300000000000000000e+01,-6.800000000000000000e+01,-6.800000000000000000e+01,-6.800000000000000000e+01,-1.690000000000000000e+02,-6.800000000000000000e+01
-1.610000000000000000e+02,-6.800000000000000000e+01,-1.420000000000000000e+02,-6.800000000000000000e+01,-1.440000000000000000e+02,-1.220000000000000000e+02
-6.279000000000000000e+03,-7.483000000000000000e+03,-7.420000000000000000e+03,-7.540000000000000000e+03,-6.800000000000000000e+01,-5.844000000000000000e+03
-1.051900000000000000e+04,-1.000600000000000000e+04,-1.194000000000000000e+04,-1.011700000000000000e+04,-6.800000000000000000e+01,-1.078700000000000000e+04
-1.502200000000000000e+04,-1.265100000000000000e+04,-1.333100000000000000e+04,-1.688300000000000000e+04,-9.900000000000000000e+01,-1.360000000000000000e+04
-7.412000000000000000e+03,-6.521000000000000000e+03,-7.251000000000000000e+03,-6.721000000000000000e+03,-8.900000000000000000e+01,-6.412000000000000000e+03
-7.100000000000000000e+01,-1.270000000000000000e+02,-1.530000000000000000e+02,-1.240000000000000000e+02,-1.060000000000000000e+02,-3.180000000000000000e+02
-6.800000000000000000e+01,-6.800000000000000000e+01,-1.640000000000000000e+02,-1.170000000000000000e+02,-6.800000000000000000e+01,-1.620000000000000000e+02
-9.095000000000000000e+03,-8.323000000000000000e+03,-8.825000000000000000e+03,-1.009900000000000000e+04,-9.097000000000000000e+03,-9.796000000000000000e+03
-1.516510000000000000e+05,-1.511440000000000000e+05,-4.821300000000000000e+04,-1.527320000000000000e+05,-1.520190000000000000e+05,-1.520890000000000000e+05
-7.000000000000000000e+01,-8.770000000000000000e+02,-7.100000000000000000e+01,-6.800000000000000000e+01,-6.900000000000000000e+01,-6.480000000000000000e+02
-1.060000000000000000e+02,-6.800000000000000000e+01,-1.000000000000000000e+02,-1.040000000000000000e+02,-1.090000000000000000e+02,-6.800000000000000000e+01
-8.731000000000000000e+03,-1.026200000000000000e+04,-1.566900000000000000e+04,-8.554000000000000000e+03,-9.410000000000000000e+03,-8.821000000000000000e+03
-4.394050000000000000e+05,-4.411940000000000000e+05,-4.685030000000000000e+05,-4.461110000000000000e+05,-4.422520000000000000e+05,-4.395360000000000000e+05
-5.020540000000000000e+05,-5.020340000000000000e+05,-5.022190000000000000e+05,-5.019960000000000000e+05,-5.018640000000000000e+05,-5.022040000000000000e+05
-5.021470000000000000e+05,-5.022190000000000000e+05,-5.022190000000000000e+05,-5.020810000000000000e+05,-5.022000000000000000e+05,-5.022190000000000000e+05
-4.931540000000000000e+05,-4.931020000000000000e+05,-4.943510000000000000e+05,-4.931480000000000000e+05,-4.935840000000000000e+05,-4.931510000000000000e+05
-5.542000000000000000e+04,-6.101200000000000000e+04,-6.240500000000000000e+04,-6.134600000000000000e+04,-6.070100000000000000e+04,-6.038100000000000000e+04
-7.300000000000000000e+01,-7.000000000000000000e+01,-7.400000000000000000e+01,-6.800000000000000000e+01,-1.696000000000000000e+03,-6.900000000000000000e+01
-6.900000000000000000e+01,-6.600000000000000000e+01,-6.800000000000000000e+01,-6.500000000000000000e+01,-7.000000000000000000e+01,-6.700000000000000000e+01
-6.700000000000000000e+01,-6.800000000000000000e+01,-6.900000000000000000e+01,-6.700000000000000000e+01,-6.900000000000000000e+01,-6.600000000000000000e+01
-6.900000000000000000e+01,-6.800000000000000000e+01,-7.000000000000000000e+01,-7.000000000000000000e+01,-6.700000000000000000e+01,-6.900000000000000000e+01
-6.800000000000000000e+01,-6.700000000000000000e+01,-7.000000000000000000e+01,-6.900000000000000000e+01,-7.200000000000000000e+01,-7.000000000000000000e+01
-7.000000000000000000e+01,-6.700000000000000000e+01,-6.700000000000000000e+01,-7.100000000000000000e+01,-6.900000000000000000e+01,-6.900000000000000000e+01
-7.200000000000000000e+01,-7.000000000000000000e+01,-6.900000000000000000e+01,-6.800000000000000000e+01,-6.900000000000000000e+01,-6.500000000000000000e+01
-7.000000000000000000e+01,-6.600000000000000000e+01,-7.300000000000000000e+01,-7.300000000000000000e+01,-7.100000000000000000e+01,-6.900000000000000000e+01
-6.800000000000000000e+01,-6.700000000000000000e+01,-6.800000000000000000e+01,-6.800000000000000000e+01,-6.700000000000000000e+01,-7.100000000000000000e+01
-6.900000000000000000e+01,-7.000000000000000000e+01,-6.900000000000000000e+01,-7.300000000000000000e+01,-6.800000000000000000e+01,-6.700000000000000000e+01
-6.900000000000000000e+01,-6.600000000000000000e+01,-7.000000000000000000e+01,-6.800000000000000000e+01,-6.900000000000000000e+01,-6.700000000000000000e+01
-7.400000000000000000e+01,-6.500000000000000000e+01,-7.100000000000000000e+01,-7.000000000000000000e+01,-6.800000000000000000e+01,-6.700000000000000000e+01
-7.100000000000000000e+01,-7.000000000000000000e+01,-6.800000000000000000e+01,-7.000000000000000000e+01,-7.000000000000000000e+01,-6.800000000000000000e+01
-7.000000000000000000e+01,-7.000000000000000000e+01,-6.600000000000000000e+01,-7.200000000000000000e+01,-6.700000000000000000e+01,-6.700000000000000000e+01
-6.900000000000000000e+01,-7.000000000000000000e+01,-7.100000000000000000e+01,-7.100000000000000000e+01,-6.500000000000000000e+01,-4.910000000000000000e+03
-6.600000000000000000e+01,-6.700000000000000000e+01,-5.218000000000000000e+03,-5.409000000000000000e+03,-6.810000000000000000e+03,-1.199800000000000000e+04
-6.700000000000000000e+01,-7.100000000000000000e+01,-1.226900000000000000e+05,-2.658000000000000000e+04,-4.363800000000000000e+04,-3.959100000000000000e+05
-6.900000000000000000e+01,-6.900000000000000000e+01,-4.759340000000000000e+05,-1.095510000000000000e+05,-2.359210000000000000e+05,-5.020600000000000000e+05
-6.900000000000000000e+01,-6.900000000000000000e+01,-4.992280000000000000e+05,-2.978620000000000000e+05,-4.349980000000000000e+05,-5.022180000000000000e+05
-7.100000000000000000e+01,-6.900000000000000000e+01,-5.022190000000000000e+05,-4.948880000000000000e+05,-5.015560000000000000e+05,-5.022180000000000000e+05
-7.427000000000000000e+03,-5.386000000000000000e+03,-4.945910000000000000e+05,-6.592200000000000000e+04,-3.430890000000000000e+05,-4.925740000000000000e+05
-6.343200000000000000e+04,-1.974200000000000000e+04,-5.016720000000000000e+05,-3.070650000000000000e+05,-4.199100000000000000e+05,-5.018560000000000000e+05
-6.300600000000000000e+04,-1.973400000000000000e+04,-5.009450000000000000e+05,-2.604890000000000000e+05,-3.637810000000000000e+05,-5.012950000000000000e+05
-1.929050000000000000e+05,-4.226600000000000000e+04,-4.943640000000000000e+05,-1.383820000000000000e+05,-1.172990000000000000e+05,-4.948020000000000000e+05
-4.891040000000000000e+05,-2.881300000000000000e+05,-5.022210000000000000e+05,-4.550410000000000000e+05,-4.178760000000000000e+05,-5.022240000000000000e+05
-5.011070000000000000e+05,-4.501100000000000000e+05,-5.021450000000000000e+05,-4.935890000000000000e+05,-4.722740000000000000e+05,-5.021290000000000000e+05
-3.549890000000000000e+05,-9.549300000000000000e+04,-5.014530000000000000e+05,-2.488360000000000000e+05,-1.919820000000000000e+05,-5.017000000000000000e+05
-2.689850000000000000e+05,-7.254400000000000000e+04,-5.018490000000000000e+05,-1.895110000000000000e+05,-1.565680000000000000e+05,-5.009560000000000000e+05
-4.152950000000000000e+05,-2.033310000000000000e+05,-5.022190000000000000e+05,-3.616810000000000000e+05,-3.249870000000000000e+05,-5.022250000000000000e+05
-4.494910000000000000e+05,-2.664940000000000000e+05,-5.022250000000000000e+05,-4.121880000000000000e+05,-3.796620000000000000e+05,-5.022260000000000000e+05
-5.022160000000000000e+05,-5.008180000000000000e+05,-5.022300000000000000e+05,-5.019000000000000000e+05,-5.019030000000000000e+05,-5.022260000000000000e+05
-4.520910000000000000e+05,-3.954760000000000000e+05,-5.015400000000000000e+05,-4.127610000000000000e+05,-4.119570000000000000e+05,-5.017680000000000000e+05
